job_id,dag_name,execution_date,duration_sec,status,rows_processed
428,ingest_logs_erreurs,2024-10-28 11:05:16,1505,running,55238.0
429,sync_warehouse,2024-07-23 13:31:26,1608,up_for_retry,99297.0
430,clean_production,2024-11-22 23:52:26,1302,success,310427.0
431,sync_warehouse,2024-04-23 10:41:59,1317,success,101615.0
432,predict_pannes,2024-09-11 16:59:18,1065,up_for_retry,350044.0
433,predict_pannes,2024-01-31 09:08:28,357,success,288249.0
434,sync_warehouse,2024-08-28 09:57:17,1112,success,71850.0
435,clean_production,2024-04-08 16:17:47,1645,up_for_retry,473346.0
436,daily_kpi,2024-06-20 20:44:14,1498,success,124302.0
437,predict_pannes,2024-12-10 07:02:05,1254,success,347498.0
438,ingest_logs_erreurs,2024-07-17 04:52:23,876,failed,143128.0
439,ingest_logs_erreurs,2024-07-07 12:53:18,588,success,184525.0
440,daily_kpi,2024-07-23 02:02:05,1163,success,408382.0
441,clean_production,2024-03-30 18:21:49,1514,success,330731.0
442,ingest_logs_erreurs,2024-05-03 02:07:35,1609,success,330525.0
443,sync_warehouse,2024-05-24 14:55:58,201,success,336722.0
444,ingest_capteurs,2024-12-21 10:58:18,1060,up_for_retry,132852.0
445,ingest_logs_erreurs,2024-08-14 20:03:14,1330,success,486911.0
446,predict_pannes,2024-10-24 06:36:44,150,success,373977.0
447,ingest_capteurs,2024-08-29 08:23:58,629,failed,92627.0
448,predict_pannes,2024-06-04 13:42:15,937,success,53767.0
449,ingest_logs_erreurs,2024-02-15 15:17:54,558,success,68914.0
450,sync_warehouse,2024-08-27 23:29:48,1769,up_for_retry,327943.0
451,clean_production,2024-01-01 15:04:50,704,success,114627.0
452,sync_warehouse,2024-03-13 04:45:09,-1,success,127634.0
453,ingest_logs_erreurs,2024-04-02 17:39:42,272,success,193464.0
454,ingest_capteurs,2024-12-20 07:28:53,584,up_for_retry,224355.0
455,ingest_logs_erreurs,2024-05-22 21:21:18,1188,success,241321.0
456,ingest_logs_erreurs,2024-09-13 07:59:18,768,success,406603.0
457,predict_pannes,2024-06-19 07:47:13,513,success,421078.0
458,daily_kpi,2024-05-02 14:10:29,290,success,113198.0
459,predict_pannes,2024-07-14 10:58:56,153,success,285973.0
460,daily_kpi,2024-10-15 11:47:18,947,success,365317.0
461,predict_pannes,2024-06-18 11:55:47,1471,success,37266.0
462,predict_pannes,2024-07-29 19:14:57,88,running,478326.0
463,daily_kpi,2024-10-20 05:17:47,405,failed,14843.0
464,ingest_logs_erreurs,2024-01-21 15:50:03,923,up_for_retry,362591.0
465,ingest_capteurs,2024-08-08 13:51:41,676,success,242833.0
466,daily_kpi,2024-07-28 02:11:50,1262,success,448689.0
467,daily_kpi,2024-08-03 13:16:35,584,failed,181154.0
468,clean_production,2024-08-30 18:48:43,105,success,15290.0
469,ingest_capteurs,2024-09-10 22:49:31,1755,up_for_retry,446533.0
470,ingest_capteurs,2024-06-23 15:08:01,828,success,5525.0
471,clean_production,2024-12-13 11:51:44,1017,success,439049.0
472,ingest_logs_erreurs,2024-08-08 23:20:20,534,success,433885.0
473,ingest_capteurs,2024-07-24 14:11:14,473,success,116137.0
474,ingest_logs_erreurs,2024-07-08 03:24:05,1515,success,228452.0
475,clean_production,2024-05-07 03:33:27,572,up_for_retry,155853.0
476,daily_kpi,2024-11-29 08:55:07,1463,failed,199781.0
477,ingest_capteurs,2024-06-11 15:06:56,862,failed,366942.0
478,predict_pannes,2024-12-10 07:36:45,538,success,193955.0
479,ingest_capteurs,2024-09-27 08:53:41,149,success,120532.0
480,ingest_capteurs,2024-03-31 01:08:18,233,success,104567.0
481,predict_pannes,2024-01-08 07:06:33,1527,success,59187.0
483,predict_pannes,2024-03-28 08:10:38,189,failed,361468.0
484,sync_warehouse,2024-06-19 00:50:07,1200,failed,452590.0
485,predict_pannes,2024-09-23 13:18:23,575,success,762.0
486,sync_warehouse,2024-09-26 03:25:19,1048,up_for_retry,476840.0
487,predict_pannes,2024-03-25 14:24:21,942,success,274042.0
488,predict_pannes,2024-10-11 05:52:26,338,success,449231.0
489,predict_pannes,2024-12-13 18:52:20,1571,success,248319.0
490,predict_pannes,2024-02-07 14:09:14,35,success,422631.0
491,sync_warehouse,2024-03-19 13:01:13,1526,success,39367.0
492,predict_pannes,2024-06-14 10:34:58,1062,success,206905.0
493,daily_kpi,2024-09-15 22:40:24,1016,success,307334.0
494,sync_warehouse,2024-12-30 06:29:54,1065,up_for_retry,146918.0
495,clean_production,2024-09-03 06:40:36,1385,success,108483.0
496,clean_production,2024-01-17 04:29:46,70,success,271161.0
497,ingest_logs_erreurs,2024-05-10 20:09:22,441,running,136628.0
498,ingest_capteurs,2024-07-09 09:29:56,772,success,164222.0
499,ingest_capteurs,2024-04-01 00:33:51,484,success,65748.0
502,ingest_capteurs,2024-02-12 10:49:02,1100,running,206051.0
503,ingest_logs_erreurs,2024-08-26 09:13:23,23,success,495893.0
504,sync_warehouse,2024-10-26 23:56:44,188,success,443336.0
505,ingest_logs_erreurs,2024-06-22 02:49:51,1369,success,262577.0
506,ingest_logs_erreurs,2024-04-29 17:26:03,399,success,217490.0
507,clean_production,2024-06-12 10:20:18,1654,success,447347.0
508,ingest_logs_erreurs,2024-09-22 15:33:56,1483,success,85920.0
509,ingest_capteurs,2024-12-20 15:09:52,1604,up_for_retry,5330.0
510,ingest_logs_erreurs,2024-10-30 20:36:53,632,up_for_retry,319515.0
511,ingest_logs_erreurs,2024-11-12 23:21:21,826,success,445113.0
512,clean_production,2024-01-30 16:25:17,472,failed,318953.0
513,ingest_logs_erreurs,2024-06-22 17:09:40,1742,success,73296.0
514,sync_warehouse,2024-07-16 01:55:29,431,running,277955.0
515,predict_pannes,2024-11-14 18:34:15,734,success,430337.0
516,ingest_capteurs,2024-10-03 02:13:32,1149,failed,53710.0
517,daily_kpi,2024-03-26 08:32:54,287,success,288775.0
518,sync_warehouse,2024-03-13 00:24:30,379,success,450495.0
519,sync_warehouse,2024-08-07 09:53:08,1032,success,377982.0
520,daily_kpi,2024-12-14 09:30:28,26,success,432818.0
521,daily_kpi,2024-01-19 17:53:08,397,success,11990.0
522,ingest_logs_erreurs,2024-10-29 14:58:02,1564,success,38187.0
523,ingest_capteurs,2024-10-25 23:14:39,784,success,307144.0
524,clean_production,2024-11-17 08:17:01,57,failed,412602.0
525,ingest_capteurs,2024-03-21 11:44:51,1427,running,230798.0
526,ingest_logs_erreurs,2024-09-25 00:58:19,604,success,96727.0
527,predict_pannes,2024-02-04 08:28:42,1057,running,260517.0
528,ingest_capteurs,2024-09-06 16:47:39,1342,success,372963.0
529,sync_warehouse,2024-06-10 23:21:33,1671,up_for_retry,84360.0
530,predict_pannes,2024-07-05 06:53:58,361,failed,202876.0
531,sync_warehouse,2024-04-18 00:29:59,1719,success,101739.0
532,sync_warehouse,2024-04-16 07:29:20,1165,success,127286.0
533,ingest_capteurs,2024-09-15 09:36:49,1468,success,261845.0
534,ingest_capteurs,2024-06-27 11:10:56,1539,success,452980.0
535,predict_pannes,2024-06-21 23:23:54,827,success,207397.0
536,ingest_logs_erreurs,2024-04-19 22:42:35,1747,failed,421553.0
537,ingest_capteurs,2024-07-25 08:09:15,1200,success,412453.0
538,ingest_capteurs,2024-10-30 16:10:16,914,success,15528.0
539,ingest_capteurs,2024-01-30 06:28:18,680,running,406291.0
540,sync_warehouse,2024-03-29 19:28:35,508,failed,258210.0
541,ingest_capteurs,2024-06-16 17:44:06,896,success,457644.0
542,clean_production,2024-08-18 18:07:29,145,success,258600.0
543,predict_pannes,2024-11-29 13:17:08,1130,success,441100.0
544,predict_pannes,2024-08-22 22:04:21,867,success,404644.0
545,predict_pannes,2024-11-12 14:12:15,328,success,430007.0
546,sync_warehouse,2024-10-11 16:11:36,141,up_for_retry,98620.0
547,ingest_capteurs,2024-10-30 19:35:03,1272,success,230638.0
548,ingest_capteurs,2024-08-16 00:28:46,1541,success,368177.0
549,daily_kpi,2024-04-27 17:03:52,1786,success,238762.0
550,sync_warehouse,2024-07-24 14:47:24,212,success,165701.0
551,daily_kpi,2024-01-19 07:05:50,180,success,284331.0
552,ingest_logs_erreurs,2024-05-14 14:45:14,1363,running,233392.0
553,clean_production,2024-08-23 13:28:49,1066,success,343375.0
554,clean_production,2024-12-24 09:01:25,1301,success,119786.0
555,daily_kpi,2024-01-10 02:22:43,280,success,494838.0
556,sync_warehouse,2024-06-01 02:55:31,1526,success,17831.0
557,ingest_logs_erreurs,2024-06-11 08:56:50,465,success,60809.0
558,clean_production,2024-01-27 14:31:41,1348,success,65614.0
559,clean_production,2024-03-16 15:33:30,1448,success,204852.0
560,sync_warehouse,2024-04-19 15:27:00,41,up_for_retry,29281.0
561,daily_kpi,2024-05-14 05:00:34,696,success,262141.0
562,ingest_capteurs,2024-04-02 03:29:16,1333,failed,73168.0
563,sync_warehouse,2024-01-11 17:56:16,1195,success,104707.0
564,daily_kpi,2024-08-13 08:56:54,497,running,43297.0
565,clean_production,2024-11-13 00:09:35,1700,success,275958.0
566,clean_production,2024-09-20 23:41:10,736,success,257760.0
567,ingest_logs_erreurs,2024-06-22 19:52:30,793,failed,140584.0
568,ingest_capteurs,2024-11-06 04:56:54,633,up_for_retry,288073.0
569,clean_production,2024-10-22 20:48:03,914,success,196208.0
570,clean_production,2024-04-24 19:28:30,580,success,55258.0
571,predict_pannes,2024-09-25 01:41:41,826,success,96670.0
572,predict_pannes,2024-06-02 06:39:24,1051,success,213276.0
573,ingest_logs_erreurs,2024-06-08 01:59:42,1054,success,139378.0
574,sync_warehouse,2024-09-28 13:11:29,1539,success,21515.0
575,sync_warehouse,2024-10-01 08:25:14,199,failed,249853.0
576,ingest_logs_erreurs,2024-03-08 11:30:33,1561,up_for_retry,65290.0
577,ingest_capteurs,2024-04-16 00:22:34,98,success,242576.0
578,ingest_logs_erreurs,2024-01-04 14:03:08,588,success,385132.0
579,daily_kpi,2024-07-25 13:47:52,1453,success,70479.0
580,sync_warehouse,2024-06-30 20:42:02,62,success,10309.0
581,ingest_capteurs,2024-09-18 00:59:34,1537,success,178236.0
582,daily_kpi,2024-04-25 22:42:43,1454,success,409318.0
583,sync_warehouse,2024-02-27 04:30:43,1352,success,263451.0
584,sync_warehouse,2024-01-31 23:12:05,1224,success,320239.0
585,predict_pannes,2024-07-07 23:20:20,823,success,283810.0
586,sync_warehouse,2024-11-06 00:15:27,148,failed,92196.0
587,daily_kpi,2024-05-31 22:20:19,764,success,328806.0
588,ingest_logs_erreurs,2024-04-16 19:40:11,469,success,223502.0
589,ingest_capteurs,2024-10-19 14:21:52,36,success,312196.0
590,clean_production,2024-06-25 12:29:40,66,success,283615.0
591,clean_production,2024-05-31 00:33:23,1579,success,474247.0
592,ingest_capteurs,2024-02-22 17:17:18,956,success,477476.0
593,clean_production,2024-03-09 08:18:53,520,success,7309.0
594,sync_warehouse,2024-04-11 06:48:12,121,success,346239.0
595,ingest_capteurs,2024-02-05 08:19:52,1184,success,128998.0
596,predict_pannes,2024-05-22 06:40:46,271,up_for_retry,371706.0
597,ingest_capteurs,2024-08-31 03:29:43,16,running,413799.0
598,daily_kpi,2024-05-23 09:58:34,1479,success,471846.0
599,ingest_capteurs,2024-09-02 05:03:48,727,success,491079.0
600,daily_kpi,2024-03-15 04:46:07,1001,success,89154.0
